mass, year, reclat, reclong
20000, 1998, 37.608330, -8.280000
121.5, 1900, -18.000000, 16.000000
205, 1856, 43.400000, -5.866670
, 1775, 51.333330, 28.833330
3400, 1881, 21.050000, -99.300000
3858, 1929, 55.666670, 25.000000
515, 1910, 17.743330, 120.455830
, 1910, 32.316670, -89.716670
1430, 1988, -23.116670, -65.100000
18000, 1914, 43.483330, 118.616670
135, 1926, 39.800000, -91.500000
682, 1949, 21.300000, -157.783330
10500, 1859, 15.083330, 120.700000
2130, 1938, 8.066670, 124.283330
408000, 1930, 36.066670, -90.500000
2000, 1967, -6.233330, -40.700000
100000, 1956, -19.133330, -51.666670
18000, 2003, 41.484720, -87.679170
77600, 1857, 9.233330, 78.350000
800, 1942, 26.200000, 85.400000
5100, 1933, 36.216670, -103.400000
4375, 1969, 20.936940, 82.050000
2121, 1950, -19.533330, -48.566670
12, 1922, 38.133330, 14.966670
37350, 1935, 23.150000, 91.183330
2968, 1966, 43.466670, 25.516670
142.5, 1938, 52.300000, 77.033330
40000, 1826, 48.533330, 35.983330
2000, 1882, 52.033330, 43.000000
, 1989, 11.333670, -3.542170
45760, 1963, 56.133330, -117.933330
117.8, 1953, 51.666670, 9.250000
12570, 1992, 41.283330, -73.916670
70000, 1946, 30.125000, -103.116670
165, 1899, -10.666670, 35.500000
23474, 1935, 23.325000, 91.000000
2, 1830, 56.400000, -3.433330
66000, 1933, 56.633330, 39.433330
3393, 1933, 55.500000, 66.083330
189, 1995, 14.052000, 0.420000
1800, 1855, 35.300000, -86.633330
, 1779, 53.533330, -7.333330
57900, 1901, 40.000000, -99.250000
500, 1887, 11.250000, 108.583330
7800, 1933, 12.000000, 105.483330
11000, 1941, 15.716670, 108.100000
13.1, 1968, 44.244170, 11.502220
, 1843, 41.366670, -6.233330
23250, 1863, 58.666670, 25.733330
42000, 1996, 26.034720, 73.941670
37, 1881, -32.866670, 18.716670
842, 1882, 25.800000, 88.450000
1161, 1884, 29.583330, 76.000000
3760, 1921, 31.950000, -83.516670
2085, 1930, 30.700000, -96.116670
6913, 2008, 45.275000, 26.709720
39, 1723, 50.533330, 14.116670
96, 1868, 11.583330, 104.916670
3000, 1819, 50.933330, 12.133330
350, 1866, 26.716670, 82.666670
253.6, 1942, 66.348330, 14.015000
157, 1931, 53.036390, -4.319440
71400, 1998, 34.175000, -103.295000
4500, 1796, 38.500000, -8.000000
665, 1933, 31.416670, 118.500000
2125, 1932, 48.302500, 13.940830
5555, 1959, 49.666670, 14.033330
900, 1893, 39.116670, -83.850000
500, 2007, 39.350000, -3.516670
560, 1863, 23.366670, 75.183330
250000, 1868, 52.766670, 21.266670
100, 1811, 13.333330, 78.950000
300000, 1937, -29.033330, -53.050000
1275, 1982, 32.083330, 121.500000
2600, 1976, 26.533330, 106.466670
7000, 1925, -30.116670, 28.700000
6045, 1857, 17.766670, 95.183330
10750, 1898, 39.000000, -0.666670
17450, 1990, 44.616670, 126.133330
65, 1851, 46.600000, 0.250000
5000, 1957, -26.666670, -65.450000
10200, 1986, 27.725280, 76.465000
67225, 1983, 28.225000, 70.200000
9000, 1878, 52.983330, 37.033330
3766, 1940, 26.450000, 82.900000
100, 1916, 24.166670, 87.766670
4682, 1958, 51.883330, 6.933330
290.39999999999998, 1917, 23.983330, 87.083330
300, 1899, 19.866670, -100.816670
3224.5, 1937, 25.383330, 72.016670
4910, 1919, 38.200000, 115.700000
6.1, 1961, 26.666670, 50.150000
24700, 1740, 43.500000, 26.533330
910, 1880, 52.200000, 17.983330
18.41, 2007, 38.137420, -119.758120
17300, 1947, 42.475000, -5.333330
10000, 1919, -6.733330, 111.366670
1000, 1824, 44.766670, 11.283330
300, 1925, -32.750000, -65.283330
355, 1916, 38.666670, 116.133330
7000, 1933, 48.600000, 45.666670
1, 1965, 51.333330, -118.950000
3332, 1929, 28.200000, 76.666670
668, 1903, 35.033330, -83.033330
90000, 1918, 46.883330, -102.316670
1900, 1980, 31.250000, -99.033330
1800, 1828, 37.466670, -77.500000
1310, 1934, -26.100000, -49.800000
103.3, 1490, 45.483330, 9.516670
340, 1876, 41.083330, -86.283330
1641, 1895, -23.383330, 150.516670
400, 1871, 42.300000, 0.550000
2900, 1775, 50.350000, 10.800000
10600, 1921, 44.516670, -83.950000
3500, 1876, 52.766670, -2.516670
465.5, 1976, -1.450000, 29.833330
67, 1934, 0.266670, 36.533330
6000, 1949, -10.266670, 38.766670
13000, 1914, 51.133330, 34.500000
1250, 1855, 27.433330, 82.083330
478, 1999, 23.083330, 91.666670
, 1636, 51.533330, 14.883330
14000, 1914, 43.733330, 1.383330
271000, 1966, 45.300000, 0.233330
4180, 1913, 35.666670, 136.300000
61.4, 1981, 44.979170, -122.969440
9000, 1798, 46.050000, 4.633330
43, 1985, 52.750000, 11.050000
2462, 1921, 25.666670, 74.866670
56, 1973, 33.484720, -117.662500
237, 2002, 43.666670, 13.000000
282, 1956, -31.016670, -71.400000
460, 1968, 19.766670, -100.650000
400, 1873, -29.200000, -51.866670
60, 1939, 24.166670, -99.333330
5500, 1924, -33.900000, -61.700000
4000, 2008, -31.535556, -68.489444
927, 1962, -20.810000, -49.380560
200000, 1918, 52.550000, 46.550000
695, 1688, 34.716670, 137.783330
4000, 1868, 43.150000, -0.850000
2500, 1894, 47.216670, 29.866670
430, 1986, 35.866670, 139.400000
412, 1934, 49.233330, 17.566670
7000, 1715, 53.350000, 15.050000
283.3, 1968, 42.860830, -73.950280
8000, 1846, 48.116670, 10.466670
5400, 1871, 44.366670, -69.200000
240, 1917, 38.300000, 27.133330
6930, 1853, 26.750000, 84.783330
1590, 1939, -7.233330, 107.333330
150, 1947, 22.833330, 4.983330
691, 1940, 22.250000, 79.000000
4000, 1773, 41.716670, -0.050000
866, 1993, 39.438330, 140.511670
20000, 1966, 21.683890, 79.500830
8500, 1818, 41.050000, 23.566670
1800, 1923, -8.383330, -36.766670
350, 1908, -19.466670, -44.216670
180, 1862, 37.416670, -6.000000
101000, 1874, 50.616670, 36.600000
7000, 1989, 34.750000, 10.716670
4000, 1850, 23.100000, 87.300000
1265, 1921, 37.833330, -76.700000
18600, 1904, 44.050000, -80.166670
5000, 1865, 24.550000, 84.833330
605, 1976, 33.650000, 120.066670
3679.7, 1921, 25.850000, 87.577500
3900, 1971, 43.500000, 125.666670
5000, 1912, 33.716670, 74.833330
3200, 1863, 24.333330, 90.166670
3700, 1794, 43.116670, 11.600000
23000000, 1947, 46.160000, 134.653330
1710, 1995, 20.933330, -101.383330
0.15, 1917, 44.116670, 27.266670
1222, 1920, 49.983330, 7.533330
1455, 1916, 30.900000, 32.483330
8400, 1901, 26.216670, 69.550000
2000, 1956, 39.300000, 9.200000
4100, 1933, 42.583330, -103.666670
1600, 1875, 20.916670, 82.583330
40000, 1989, 39.824670, 36.135830
630, 1989, 32.433330, 119.866670
850, 1848, 59.733330, 10.866670
1708, 1868, 45.683330, 15.600000
2750, 1818, 55.000000, 35.000000
72.900000000000006, 1960, 27.133330, 84.066670
80000, 1877, 43.666670, 21.866670
54, 1860, 47.366670, 1.733330
1066, 2011, 54.008830, 22.005000
17100, 1866, 35.166670, 135.333330
36900, 1993, 45.250000, 125.000000
958, 1927, 44.416670, 23.500000
2050, 1945, 1.700000, 33.633330
360, 1883, 44.750000, 0.050000
5500, 1841, 46.950000, -1.500000
700, 1855, 51.050000, 3.750000
4000, 1890, 48.016670, -1.150000
1000, 1950, 38.700000, -90.233330
13780, 1903, -32.016670, 27.416670
24.3, 1919, 38.166670, -76.383330
8300, 1866, 48.450000, 3.933330
17000, 1910, 61.650000, 27.200000
134.30000000000001, 1959, 43.433330, 2.950000
34000, 1876, 59.933330, 14.950000
52000, 1808, 49.283330, 15.566670
1500, 1857, 45.050000, 41.983330
4960, 1962, 50.766670, 3.000000
325000, 1990, 53.666670, 55.983330
, 1647, 52.533330, 9.050000
50, 1974, 41.200000, -73.133330
13400, 1917, 56.583330, -3.250000
10400, 1623, 50.383330, -3.950000
25400, 1994, 45.968610, -72.978060
3500, 1924, 36.483330, -90.666670
815.3, 1969, 50.538060, 16.263330
260000, 1986, 31.616670, 113.466670
110000, 2008, 12.666670, 78.033330
1710.5, 1916, 25.933330, 84.283330
637, 1935, 44.866670, 133.166670
7235, 1865, 26.716670, 84.216670
992.5, 2012, 38.803890, -120.908060
5560, 1954, 33.188360, -86.294500
7540, 1753, 49.400000, 14.650000
9000, 1867, 36.183330, 5.416670
10000, 2000, 59.704440, -134.201390
1000, 1991, 34.720000, 137.305000
720, 1880, 35.383330, 134.900000
1421, 1995, , 
10500, 1975, -7.750000, 112.766670
100000, 2008, 31.163330, -7.015000
905, 1918, 35.433330, 136.233330
3850, 1965, 45.400000, 122.900000
12000, 1931, 32.950000, 10.416670
2500, 1967, 19.383330, 43.733330
6000, 1929, 35.133330, 44.450000
21000, 1937, 46.716670, 23.500000
160000, 1879, -25.733330, 142.950000
28500, 1872, 58.033330, 26.950000
342, 1950, 33.400000, 70.600000
14200, 2011, -1.002780, 37.150280
45300, 2002, -29.333330, 27.583330
2232, 1986, 32.946670, 118.990000
28000, 1878, 49.600000, 17.116670
74800, 1927, 38.200000, -89.683330
3000, 1970, 14.250000, 1.533330
65500, 1807, 54.500000, 35.200000
230, 1934, 13.633330, 79.416670
7000, 2011, 29.481950, -7.611230
20000, 1869, -7.083330, 111.533330
16500, 1922, -6.666670, 106.583330
600, 1905, 47.850000, 34.766670
900, 1879, 20.166670, -105.216670
600, 1916, 34.500000, 133.750000
27.5, 1984, 38.366670, 140.865560
7.7, 1911, 24.650000, 76.866670
977, 1988, 45.066670, 7.666670
259.10000000000002, 1944, 42.066670, -104.166670
1030, 1812, 43.600000, 1.400000
2000, 1824, 51.733330, 102.533330
14500, 1863, 50.783330, 4.766670
1250, 1988, 52.216670, 13.166670
11800, 1856, 45.466670, 10.000000
63000, 1916, 50.916670, 9.183330
357.4, 1950, 58.473330, 8.866670
1020, 1917, 32.166670, -95.100000
640, 1927, 61.300000, 12.300000
800, 1996, 36.063330, 140.145000
13100, 1921, 9.666670, 105.666670
10000, 1967, 45.466670, 105.383330
, 1944, 30.000000, 90.750000
89.3, 1996, 45.345830, -92.051670
30000, 1975, 21.666670, -103.366670
19860, 1884, 60.000000, 5.616670
750, 1903, 57.166670, 65.533330
40000, 1903, -19.816670, -48.783330
4590, 1970, 11.050000, -69.850000
1000, 1989, 41.766670, 62.516670
2000, 1976, , 
103000, 1927, 7.950000, 8.083330
710, 1840, 51.650000, 5.616670
3600, 1866, 13.483330, 74.783330
189.2, 1957, -4.266670, 35.350000
76.5, 1926, 46.933330, 7.216670
100, 1822, 30.333330, 76.333330
1700, 1966, 13.466670, 31.216670
113.4, 1986, 66.138890, 124.766670
1000, 1924, 34.800000, 127.000000
1500, 1926, 34.483330, 133.283330
1269, 1963, 49.975000, 16.375000
9700, 1843, 52.116670, 5.183330
3422, 1928, 47.116670, 7.550000
20000, 1948, -44.116670, -66.150000
40, 1668, 45.416670, 11.133330
2799, 1944, 11.983330, 79.750000
1004, 1903, 44.866670, 9.150000
, 1495, 44.066670, 12.100000
50000, 1972, 9.316670, -70.628330
2500, 2010, -20.850010, -41.733560
1932, 1876, 46.150000, 32.833330
10800, 1950, 56.133330, 77.266670
54000, 1880, 35.333330, 51.633330
8000, 1843, 48.416670, 43.200000
1500, 1865, 43.500000, -91.166670
750, 1949, 57.800000, 45.800000
15000, 1910, 44.850000, 11.400000
3500, 2004, 42.800000, -4.666670
, 1925, -25.833330, -56.500000
0.1, 1967, 54.225000, -111.691670
3600, 1873, 43.533330, 22.633330
2437, 1906, 23.100000, 87.433330
1303.8, 1997, 16.833330, 80.750000
594, 1915, 25.450000, 70.000000
20000, 1831, 46.633330, 0.166670
28100, 1946, 34.333330, -98.300000
1600, 1877, 38.683330, -91.150000
225, 1939, 45.583330, -122.350000
4000, 2006, 32.797320, 21.787130
3750, 1831, 48.950000, 17.383330
150000, 1807, 41.266667, -73.266667
350, 1971, 41.700000, -72.650000
2756, 1982, 41.710560, -72.673610
2138.7399999999998, 2009, 31.961850, -110.434183
150000, 1967, -26.592780, 120.328330
22, 1918, -26.000000, 30.000000
66, 1932, -28.666670, 18.916670
2200, 1880, -32.500000, 23.000000
166.4, 1964, 9.000000, 39.000000
25000, 1795, 54.136670, -0.413330
36000, 1960, -27.750000, 115.833330
1551, 1997, 42.384670, -83.611500
50000, 1986, 36.750000, 114.250000
, 1931, 35.133330, 113.333330
5900, 1980, 44.666670, 117.500000
75500, 1977, 32.333330, 114.316670
5700, 2000, 13.711110, 45.170000
4, 1951, 1.000000, 22.500000
20000, 1954, 21.833330, 111.833330
3500, 1990, 24.566670, 114.166670
150200, 1959, 38.933330, 48.250000
13600, 1852, 14.300000, 79.766670
31650, 1837, 37.750000, 139.000000
250, 1869, 41.283330, -73.816670
0.1, 1928, 34.166670, 131.450000
4800, 1931, 28.716670, 116.616670
1472, 1936, 47.316670, 35.366670
3867, 1818, 50.283330, 27.683330
3000, 1893, 55.183330, 27.916670
175000, 1998, 27.333330, -9.333330
18000, 1962, 11.733330, 7.083330
463, 1963, 47.500000, 83.000000
330, 1898, 33.700000, 133.800000
14250, 1984, 32.300000, 112.750000
800, 1952, 47.133330, 43.900000
95000, 1897, 44.400000, 19.116670
2000, 1824, 49.883330, 13.916670
44100, 1933, 55.300000, 25.000000
42000, 1984, 45.816670, 125.916670
107000, 1938, 47.583330, 37.250000
2900, 1976, 39.666670, 122.983330
246, 1858, 51.833330, 26.833330
7500, 1899, -15.183330, 35.283330
552, 1875, 46.933330, 21.500000
2568, 1955, 50.200000, 30.250000
331, 1982, 26.800000, -105.416670
194.34, 2008, 22.721920, 48.959370
21100, 1951, 36.300000, -104.283330
2914, 1941, 33.850000, -101.800000
1.2, 1840, 60.433330, 22.300000
4500, 1997, 27.239440, 29.835830
6700, 1989, 27.500000, 3.616670
228, 1989, 27.616670, 3.850000
145, 1989, 27.816670, 4.033330
1020, 1989, 27.583330, 3.816670
115, 1989, 27.600000, 3.833330
561, 1989, 27.633330, 3.966670
542, 1989, 27.516670, 3.650000
205, 1989, 27.533330, 3.700000
127, 1989, 27.733330, 4.083330
276, 1989, 27.750000, 4.100000
3800, 1989, 27.750000, 4.166670
98, 1989, 27.800000, 4.166670
490, 1989, 27.833330, 4.283330
307, 1989, 27.800000, 4.466670
98, 1989, 27.783330, 4.283330
111, 1989, 27.716670, 4.483330
446, 1989, 27.733330, 4.400000
207, 1989, 27.700000, 4.083330
581, 1989, 27.700000, 4.066670
708, 1989, 27.700000, 4.066670
2140, 1989, 27.550000, 3.616670
192, 1989, 27.516670, 3.833330
118, 1989, 27.516670, 3.916670
1464, 1989, 27.550000, 3.933330
920, 1989, 27.583330, 3.966670
88, 1989, 27.616670, 4.050000
206, 1989, 27.666670, 4.200000
3130, 1989, 27.666670, 4.250000
98, 1989, 27.683330, 4.333330
123, 1989, 27.683330, 4.416670
2016, 1989, 27.666670, 4.350000
495, 1989, 27.650000, 4.466670
93, 1989, 27.650000, 4.433330
184, 1989, 27.633330, 4.350000
36, 1989, 27.600000, 4.300000
112, 1989, 27.583330, 4.250000
385, 1989, 27.550000, 4.133330
962, 1989, 27.533330, 4.000000
225, 1989, 27.533330, 3.916670
146, 1989, 27.466670, 3.783330
134, 1989, 27.433330, 3.716670
246, 1989, 27.466670, 3.833330
120, 1989, 27.516670, 3.916670
195, 1989, 27.550000, 4.000000
1066, 1989, 27.783330, 4.700000
1440, 1989, 27.833330, 4.700000
115, 1989, 27.550000, 4.083330
82.9, 1989, 27.416670, 3.716670
1394, 1989, 27.650000, 4.500000
905, 1989, 27.616670, 4.416670
58, 1989, 27.750000, 4.150000
1937, 1989, 27.733330, 4.050000
2051, 1989, 27.700000, 3.933330
1338, 1989, 27.500000, 3.983330
129, 1989, 27.466670, 3.883330
277, 1989, 27.383330, 3.716670
281, 1989, 27.516670, 4.066670
226, 1989, 27.566670, 4.166670
105, 1989, 27.600000, 4.250000
283, 1989, 27.600000, 4.416670
716, 1989, 27.616670, 4.566670
854, 1989, 27.616670, 4.566670
1539, 1989, 27.500000, 4.283330
517, 1990, 27.633330, 4.066670
383, 1990, 27.716670, 4.783330
1805, 1990, 27.550000, 3.700000
941, 1990, 27.533330, 3.833330
138, 1990, 27.683330, 4.483330
1379, 1990, 27.633330, 4.283330
162, 1990, 27.633330, 4.250000
2010, 1990, 27.533330, 3.850000
384, 1990, 27.483330, 3.833330
1453, 1990, 27.516670, 3.733330
183, 1990, 27.700000, 4.350000
2538, 1990, 27.633330, 4.516670
105, 1990, 27.566670, 4.150000
387, 1990, 27.500000, 3.683330
574, 1990, 27.633330, 4.516670
110, 1990, 27.533330, 3.866670
208, 1990, 27.500000, 3.483330
690, 1990, 27.483330, 3.633330
6300, 1990, 27.550000, 3.866670
293, 1990, 27.583330, 3.950000
173, 1990, 27.666670, 4.183330
163, 1990, 27.700000, 4.266670
200, 1990, 27.750000, 4.433330
682, 1990, 27.633330, 4.300000
290, 1990, 27.500000, 3.833330
3487, 1990, 27.450000, 4.116670
244, 1990, 27.666670, 4.516670
420, 1990, 27.716670, 4.133330
82, 1990, 27.733330, 4.433330
104, 1990, 27.716670, 4.383330
572, 1990, 27.616670, 4.200000
63, 1990, 27.516670, 3.966670
5500, 1990, 27.466670, 3.883330
313, 1990, 27.450000, 3.833330
140, 1990, 27.466670, 3.950000
452, 1990, 27.533330, 4.166670
346, 1990, 27.666670, 4.466670
665, 1990, 27.800000, 4.500000
992, 1990, 27.633330, 4.366670
392, 1990, 27.550000, 4.133330
1390, 1990, 27.500000, 3.900000
105, 1990, 27.450000, 3.750000
828, 1990, 27.500000, 3.883330
236, 1990, 27.550000, 3.766670
107, 1990, 27.483330, 3.800000
987, 1990, 27.483330, 3.800000
216, 1990, 27.650000, 4.033330
2906, 1990, 27.566670, 4.033330
43, 1990, 27.600000, 3.966670
287, 1990, 27.733330, 4.166670
345, 1990, 27.733330, 4.166670
178, 1990, 27.733330, 4.200000
752, 1990, 27.666670, 4.200000
121, 1990, 27.650000, 4.233330
861, 1990, 27.650000, 4.300000
427, 1990, 27.683330, 4.333330
235, 1990, 27.500000, 3.666670
452, 1990, 27.466670, 3.766670
542, 1990, 27.600000, 4.050000
3380, 1990, 27.683330, 4.350000
280, 1990, 27.516670, 3.800000
699, 1990, 27.700000, 4.300000
163, 1990, 27.500000, 4.300000
162, 1990, 27.600000, 4.200000
400, 1990, 27.583330, 4.000000
171, 1990, 27.583330, 3.966670
1621, 1990, 27.500000, 3.766670
362, 1990, 27.500000, 3.833330
1161, 1990, 27.766670, 4.533330
124, 1990, 27.550000, 4.033330
324, 1990, 27.466670, 4.050000
106, 1990, 27.583330, 4.083330
941, 1990, 27.666670, 4.083330
143, 1990, 27.566670, 4.083330
171, 1990, 27.566670, 4.083330
58, 1990, 27.583330, 3.850000
91, 1990, 27.566670, 4.350000
417, 1990, 27.666670, 4.450000
186, 1990, 27.666670, 4.283330
869, 1990, 27.666670, 4.283330
200, 1990, 27.633330, 4.083330
140, 1990, 27.600000, 4.116670
157, 1990, 27.583330, 4.066670
394, 1990, 27.583330, 4.050000
251, 1990, 27.566670, 3.816670
218, 1990, 27.466670, 3.716670
157, 1990, 27.433330, 3.750000
211, 1990, 27.533330, 3.950000
95, 1990, 27.550000, 4.016670
206, 1990, 27.666670, 4.250000
240, 1990, 27.666670, 4.233330
1072, 1990, 27.666670, 4.233330
422, 1990, 27.666670, 4.216670
123, 1990, 27.500000, 3.933330
433, 1990, 27.466670, 3.716670
604, 1990, 27.750000, 4.433330
1281, 1990, 27.666670, 4.016670
125, 1990, 27.700000, 4.350000
43, 1990, 27.533330, 4.183330
84, 1990, 27.566670, 4.333330
2476, 1990, 27.516670, 4.233330
157, 1990, 27.516670, 4.000000
211, 1990, 27.600000, 3.983330
559, 1990, 27.733330, 4.116670
313, 1990, 27.650000, 4.250000
766, 1990, 27.666670, 4.166670
262, 1990, 27.650000, 4.033330
127, 1990, 27.483330, 3.866670
153, 1990, 27.483330, 3.850000
320, 1990, 27.483330, 3.850000
721, 1990, 27.483330, 3.850000
488, 1990, 27.483330, 3.750000
163, 1990, 27.466670, 3.750000
103, 1990, 27.600000, 4.166670
245, 1990, 27.666670, 4.200000
166, 1990, 27.700000, 4.350000
114, 1990, 27.583330, 4.166670
311, 1990, 27.566670, 4.016670
109, 1990, 27.533330, 3.833330
315, 1990, 27.466670, 3.866670
234, 1990, 27.466670, 3.900000
252, 1990, 27.583330, 4.116670
53, 1990, 27.600000, 4.183330
4439, 1990, 27.700000, 4.300000
188, 1990, 27.700000, 4.300000
219, 1990, 27.650000, 4.200000
157, 1990, 27.566670, 3.950000
361, 1991, 27.499440, 3.688890
233, 1991, 27.524720, 3.811390
29, 1991, 27.576940, 4.033890
115, 1991, 27.555830, 4.140000
267, 1991, 27.516940, 3.791390
215, 1991, 27.480280, 3.851390
1301, 1991, 27.501940, 3.921110
55, 1991, 27.592220, 3.918060
389, 1991, 27.508890, 4.601670
292, 1991, 27.578060, 4.369170
64, 1991, 27.646390, 3.983060
746, 1991, 27.737500, 4.328060
1229, 1991, 27.690830, 4.378610
105, 1991, 27.688060, 4.371940
510, 1991, 27.504720, 3.881940
475, 1991, 27.504720, 3.881940
720, 1991, 27.497220, 3.870280
1009, 1991, 27.464720, 3.781670
1340, 1991, 27.612780, 3.713610
526, 1991, 27.681110, 4.306940
612, 1991, 27.690000, 4.378610
107, 1991, 27.640280, 4.170560
293, 1991, 27.599720, 4.903610
174, 1991, 27.594440, 3.885830
114, 1991, 27.544720, 3.743060
2611, 1991, 27.521390, 3.791390
117, 1991, 27.524170, 3.796940
812, 1991, 27.532500, 3.813610
334, 1991, 27.541940, 3.827780
1398, 1991, 27.541940, 3.827780
85, 1991, 27.638890, 3.934440
255, 1991, 27.645280, 3.943890
221, 1991, 27.684440, 3.993890
78, 1991, 27.668610, 4.425000
2285, 1991, 27.573890, 4.119720
325, 1991, 27.826110, 4.246110
69, 1991, 27.740560, 4.308330
218, 1991, 27.734720, 4.316110
725, 1991, 27.739440, 4.328330
242, 1991, 27.717220, 4.448060
621, 1991, 27.501110, 4.098610
461, 1991, 27.518890, 4.016670
81, 1991, 27.510560, 3.891110
673, 1991, 27.491670, 3.832780
311, 1991, 27.503610, 3.673060
160, 1991, 27.484440, 3.666390
342, 1991, 27.498330, 3.694440
86, 1991, 27.515830, 3.727220
318, 1991, 27.521110, 3.773330
2045, 1991, 27.524720, 3.809720
75, 1991, 27.563890, 3.926390
923, 1991, 27.692220, 3.321670
60, 1991, 27.636110, 4.031390
402, 1991, 27.635560, 4.025280
99, 1991, 27.621670, 3.953610
382, 1991, 27.551390, 3.741940
202, 1991, 27.509720, 3.880560
146, 1991, 27.511110, 3.884440
47, 1991, 27.513610, 3.896940
99, 1991, 27.522220, 3.946940
124, 1991, 27.646110, 4.397220
235, 1991, 27.646110, 4.397220
75, 1991, 27.685280, 4.503330
212, 1991, 27.670560, 4.346110
114, 1991, 27.524440, 3.873610
